,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR,COUNTYFP
587,Dona Ana,Precinct 001,130,128,14,0,0,0,0,0,133,122,124,133,114,145,013
588,Dona Ana,Precinct 002,104,161,11,0,0,0,0,0,118,143,100,161,98,162,013
589,Dona Ana,Precinct 003,103,133,11,0,0,0,0,0,118,111,107,118,100,122,013
590,Dona Ana,Precinct 004,129,364,44,0,0,0,0,0,175,350,141,383,130,390,013
591,Dona Ana,Precinct 005,235,315,70,6,9,0,0,0,278,330,294,317,271,340,013
592,Dona Ana,Precinct 006,141,82,18,0,0,0,0,0,150,86,156,77,154,79,013
593,Dona Ana,Precinct 007,251,255,49,6,9,0,0,0,284,270,284,265,281,269,013
594,Dona Ana,Precinct 008,104,523,37,7,0,0,0,0,184,463,133,519,133,517,013
595,Dona Ana,Precinct 009,47,156,16,0,0,0,0,0,60,146,52,159,45,166,013
596,Dona Ana,Precinct 010,104,415,19,6,0,0,0,0,165,357,128,392,118,402,013
597,Dona Ana,Precinct 011,86,557,25,9,0,0,0,0,152,485,92,536,80,546,013
598,Dona Ana,Precinct 012,180,789,53,9,0,0,0,0,278,701,218,745,189,777,013
599,Dona Ana,Precinct 013,100,1211,44,24,0,0,7,0,231,1080,139,1159,111,1183,013
600,Dona Ana,Precinct 014,713,669,60,12,8,0,0,0,771,626,762,630,724,667,013
601,Dona Ana,Precinct 015,483,901,66,18,6,0,0,0,586,829,544,868,491,908,013
602,Dona Ana,Precinct 016,147,315,19,0,0,0,0,0,178,293,160,308,143,324,013
603,Dona Ana,Precinct 017,203,355,44,0,0,0,0,0,256,340,237,358,224,369,013
604,Dona Ana,Precinct 018,169,410,31,9,6,0,0,0,212,402,203,411,193,416,013
605,Dona Ana,Precinct 019,458,378,70,8,8,0,0,0,493,395,498,387,457,426,013
606,Dona Ana,Precinct 020,251,332,43,8,0,0,0,0,272,345,278,345,262,356,013
607,Dona Ana,Precinct 021,390,300,39,9,7,0,0,0,427,301,492,236,440,283,013
608,Dona Ana,Precinct 022,393,491,127,16,9,0,0,0,471,533,463,538,425,571,013
609,Dona Ana,Precinct 023,123,264,40,9,0,0,0,0,154,268,135,284,118,300,013
610,Dona Ana,Precinct 024,170,280,51,7,0,0,0,0,195,296,203,292,185,304,013
611,Dona Ana,Precinct 025,98,200,24,6,0,0,0,0,119,205,135,189,120,204,013
612,Dona Ana,Precinct 026,360,399,72,10,9,0,0,0,410,407,405,410,380,435,013
613,Dona Ana,Precinct 027,93,247,33,7,0,0,0,0,122,254,123,254,117,259,013
614,Dona Ana,Precinct 028,97,358,46,0,0,0,0,0,149,341,133,357,108,382,013
615,Dona Ana,Precinct 029,47,134,21,0,0,0,0,0,60,137,57,143,53,147,013
616,Dona Ana,Precinct 030,94,199,51,11,0,0,0,0,116,230,126,219,111,232,013
617,Dona Ana,Precinct 031,131,250,30,10,0,0,0,0,148,261,163,246,141,262,013
618,Dona Ana,Precinct 032,14,77,0,0,0,0,0,0,27,70,19,79,17,80,013
619,Dona Ana,Precinct 033,116,247,33,6,0,0,0,0,135,250,152,236,128,258,013
620,Dona Ana,Precinct 034,187,420,65,12,0,0,0,0,250,419,245,419,221,441,013
621,Dona Ana,Precinct 035,52,192,20,6,0,0,0,0,76,179,56,205,52,207,013
622,Dona Ana,Precinct 036,49,127,15,6,0,0,0,0,65,124,53,140,45,146,013
623,Dona Ana,Precinct 037,79,247,22,9,0,0,0,0,89,264,104,247,86,266,013
624,Dona Ana,Precinct 038,149,338,53,0,0,0,0,0,184,347,166,364,160,367,013
625,Dona Ana,Precinct 039,123,225,36,6,0,0,0,0,149,229,149,226,137,234,013
626,Dona Ana,Precinct 040,195,279,42,7,7,0,0,0,232,275,232,278,208,295,013
627,Dona Ana,Precinct 041,53,157,22,0,0,0,0,0,69,153,56,165,52,168,013
628,Dona Ana,Precinct 042,40,133,18,9,0,0,0,0,65,129,54,138,40,151,013
629,Dona Ana,Precinct 043,61,184,30,9,0,0,0,0,89,193,84,197,75,202,013
630,Dona Ana,Precinct 044,83,227,15,6,0,0,0,0,98,232,83,244,75,252,013
631,Dona Ana,Precinct 045,83,208,40,6,0,0,0,0,107,219,97,230,93,233,013
632,Dona Ana,Precinct 046,84,173,33,6,0,0,0,0,109,180,105,183,87,200,013
633,Dona Ana,Precinct 047,98,247,34,6,0,0,0,0,121,250,126,248,102,266,013
634,Dona Ana,Precinct 048,126,307,40,10,0,0,0,0,149,298,145,306,128,321,013
635,Dona Ana,Precinct 049,113,198,24,6,0,0,0,0,134,200,146,186,127,207,013
636,Dona Ana,Precinct 050,49,128,19,8,0,0,0,0,80,134,80,134,67,146,013
637,Dona Ana,Precinct 051,112,220,40,8,0,0,0,0,146,225,141,228,128,237,013
638,Dona Ana,Precinct 052,168,373,91,17,12,0,0,0,221,416,232,404,217,416,013
639,Dona Ana,Precinct 053,111,253,54,12,0,0,0,0,151,271,153,275,132,286,013
640,Dona Ana,Precinct 054,50,131,32,17,0,0,0,0,83,147,79,146,64,161,013
641,Dona Ana,Precinct 055,200,308,75,11,0,0,0,0,237,347,253,332,226,351,013
642,Dona Ana,Precinct 056,296,459,64,19,6,0,0,0,342,483,400,425,349,474,013
643,Dona Ana,Precinct 057,166,258,28,15,0,0,0,0,178,279,205,254,194,261,013
644,Dona Ana,Precinct 058,79,154,46,6,0,0,0,0,115,163,111,165,107,168,013
645,Dona Ana,Precinct 059,599,576,103,13,11,0,0,0,679,589,676,593,642,620,013
646,Dona Ana,Precinct 060,59,67,9,0,0,0,0,0,60,60,53,70,51,70,013
647,Dona Ana,Precinct 061,271,433,80,25,9,0,0,0,345,449,350,443,321,465,013
648,Dona Ana,Precinct 062,619,603,129,19,21,0,0,0,696,646,716,627,670,653,013
649,Dona Ana,Precinct 063,319,279,35,0,0,0,0,0,344,283,348,280,320,304,013
650,Dona Ana,Precinct 064,124,120,28,0,0,0,0,0,131,133,133,131,126,140,013
651,Dona Ana,Precinct 065,85,213,34,0,0,0,0,0,113,211,108,221,89,241,013
652,Dona Ana,Precinct 066,423,541,101,13,8,0,0,0,485,561,491,561,464,578,013
653,Dona Ana,Precinct 067,486,692,112,18,13,0,0,0,589,682,627,644,581,684,013
654,Dona Ana,Precinct 068,105,187,37,11,0,0,0,0,127,195,132,190,117,203,013
655,Dona Ana,Precinct 069,151,238,59,9,0,0,0,0,178,260,200,242,180,257,013
656,Dona Ana,Precinct 070,101,169,34,12,0,0,0,0,126,187,126,188,119,193,013
657,Dona Ana,Precinct 071,186,268,51,10,0,0,0,0,221,281,252,249,235,259,013
658,Dona Ana,Precinct 072,127,123,28,0,0,0,0,0,139,139,152,125,134,143,013
659,Dona Ana,Precinct 073,323,453,59,7,9,0,0,0,380,446,424,394,381,425,013
660,Dona Ana,Precinct 074,175,168,14,0,6,0,0,0,197,161,190,171,184,177,013
661,Dona Ana,Precinct 075,310,379,41,0,0,0,0,0,361,352,333,384,306,410,013
662,Dona Ana,Precinct 076,115,181,25,0,0,0,0,0,142,176,130,181,116,191,013
663,Dona Ana,Precinct 077,129,206,22,0,0,0,0,0,154,198,171,184,154,194,013
664,Dona Ana,Precinct 078,277,516,83,15,6,6,0,0,361,522,351,538,324,560,013
665,Dona Ana,Precinct 079,136,336,28,0,0,0,0,0,178,312,153,337,148,342,013
666,Dona Ana,Precinct 080,47,421,22,0,0,0,0,0,99,347,66,379,53,393,013
667,Dona Ana,Precinct 081,92,62,7,0,0,0,0,0,91,66,89,74,91,71,013
668,Dona Ana,Precinct 082,111,282,34,0,0,0,0,0,162,268,137,294,127,303,013
669,Dona Ana,Precinct 083,482,611,95,13,10,7,0,0,553,627,551,635,520,656,013
670,Dona Ana,Precinct 084,238,224,62,11,7,0,0,0,282,238,288,243,268,258,013
671,Dona Ana,Precinct 085,228,263,34,12,7,0,0,0,254,281,261,274,248,279,013
672,Dona Ana,Precinct 086,473,477,94,10,7,0,0,0,536,492,533,501,490,534,013
673,Dona Ana,Precinct 087,505,293,91,0,0,0,0,0,546,318,567,304,546,316,013
674,Dona Ana,Precinct 088,72,115,22,0,0,0,0,0,73,135,81,129,76,132,013
675,Dona Ana,Precinct 089,228,261,33,8,0,0,0,0,269,255,285,237,260,261,013
676,Dona Ana,Precinct 090,179,251,49,0,8,0,0,0,210,271,224,260,199,280,013
677,Dona Ana,Precinct 091,140,228,27,8,0,0,0,0,159,236,152,245,141,251,013
678,Dona Ana,Precinct 092,24,90,15,0,0,0,0,0,43,82,37,89,32,95,013
679,Dona Ana,Precinct 093,26,104,8,0,0,0,0,0,38,98,31,107,34,102,013
680,Dona Ana,Precinct 094,68,195,37,6,0,0,0,0,86,208,85,216,67,230,013
681,Dona Ana,Precinct 095,51,47,0,0,0,0,0,0,47,45,46,47,44,49,013
682,Dona Ana,Precinct 096,248,275,50,7,6,0,0,0,293,282,284,293,260,311,013
683,Dona Ana,Precinct 097,82,701,29,7,0,0,6,0,148,608,107,642,89,663,013
684,Dona Ana,Precinct 098,221,184,39,0,7,0,0,0,260,191,256,195,248,200,013
685,Dona Ana,Precinct 099,385,337,81,16,10,0,0,0,428,382,437,369,418,382,013
686,Dona Ana,Precinct 100,243,186,34,0,8,0,0,0,263,196,272,189,258,200,013
687,Dona Ana,Precinct 101,256,394,70,0,12,0,0,0,337,377,317,399,293,419,013
688,Dona Ana,Precinct 102,809,764,111,14,20,0,0,0,904,747,969,691,894,746,013
689,Dona Ana,Precinct 103,195,278,45,11,0,0,0,0,238,276,251,265,219,288,013
690,Dona Ana,Precinct 104,136,202,23,6,0,0,0,0,154,201,178,183,164,190,013
691,Dona Ana,Precinct 105,545,667,118,18,14,0,0,0,637,682,618,698,576,734,013
692,Dona Ana,Precinct 106,531,657,95,8,13,0,0,0,623,636,680,583,602,648,013
693,Dona Ana,Precinct 107,387,264,43,0,0,0,0,0,410,265,440,232,417,249,013
694,Dona Ana,Precinct 108,316,433,46,7,7,0,0,0,353,437,399,389,363,419,013
695,Dona Ana,Precinct 109,570,670,110,15,16,8,0,0,640,699,672,668,611,722,013
696,Dona Ana,Precinct 110,456,447,56,17,0,0,0,0,502,441,546,395,517,417,013
697,Dona Ana,Precinct 111,76,21,9,0,0,0,0,0,73,33,79,29,70,36,013
698,Dona Ana,Precinct 112,784,726,109,18,21,0,0,0,930,690,956,663,873,736,013
699,Dona Ana,Precinct 113,251,274,32,8,0,0,0,0,263,290,306,242,273,271,013
700,Dona Ana,Precinct 114,375,369,45,11,0,0,0,0,422,354,469,315,421,348,013
701,Dona Ana,Precinct 115,273,148,48,0,7,0,0,0,303,163,313,151,301,159,013
702,Dona Ana,Precinct 116,285,340,54,6,0,0,0,0,340,325,361,305,323,337,013
703,Dona Ana,Precinct 117,297,461,87,6,8,0,0,0,372,449,345,476,324,492,013
704,Dona Ana,Precinct 118,297,340,67,9,6,0,0,0,348,349,343,353,325,368,013
705,Dona Ana,Precinct 119,169,254,47,0,7,0,0,0,206,249,200,254,186,271,013
706,Dona Ana,Precinct 120,33,42,0,0,0,0,0,0,42,38,39,40,41,39,013
707,Eddy,Precinct 001,443,91,29,0,0,0,0,0,412,130,410,124,88,119,015
708,Eddy,Precinct 002,337,266,63,0,0,0,0,0,336,274,280,319,315,174,015
709,Eddy,Precinct 003,240,76,23,0,0,0,0,0,226,92,219,97,446,229,015
710,Eddy,Precinct 004,774,135,50,0,7,0,0,0,766,168,733,186,101,299,015
711,Eddy,Precinct 005,772,95,46,0,0,0,0,0,739,149,729,136,381,320,015
712,Eddy,Precinct 006,575,104,40,0,0,0,0,0,549,139,520,154,210,264,015
713,Eddy,Precinct 007,870,182,56,11,0,0,0,0,822,242,817,228,136,344,015
714,Eddy,Precinct 008,426,44,19,0,0,0,0,0,420,57,416,55,428,351,015
715,Eddy,Precinct 009,274,149,33,0,0,0,0,0,270,169,256,170,159,291,015
716,Eddy,Precinct 010,126,234,29,0,0,0,0,0,153,231,124,250,161,271,015
717,Eddy,Precinct 011,84,140,19,0,0,0,0,0,101,137,81,153,636,300,015
718,Eddy,Precinct 012,43,53,11,0,0,0,0,0,47,51,36,58,472,298,015
719,Eddy,Precinct 013,183,216,31,0,0,0,0,0,198,215,174,239,3533,3260,015
720,Eddy,Precinct 014,90,117,26,0,0,0,0,0,91,136,88,132,416,118,015
721,Eddy,Precinct 015,158,151,34,0,0,0,0,0,168,160,129,195,278,317,015
722,Eddy,Precinct 016,294,160,51,0,0,0,0,0,290,206,284,200,219,95,015
723,Eddy,Precinct 017,340,190,41,0,0,0,0,0,324,235,337,209,754,163,015
724,Eddy,Precinct 018,327,132,52,0,0,0,0,0,304,189,334,160,745,118,015
725,Eddy,Precinct 019,293,120,28,0,0,0,0,0,280,151,297,130,526,142,015
726,Eddy,Precinct 020,255,98,28,0,0,0,0,0,234,140,239,124,823,226,015
727,Eddy,Precinct 021,152,74,21,0,0,0,0,0,142,100,142,94,417,50,015
728,Eddy,Precinct 023,217,146,28,0,0,0,0,0,213,163,189,178,243,180,015
729,Eddy,Precinct 025,169,69,24,0,0,0,0,0,160,99,181,78,124,246,015
730,Eddy,Precinct 026,263,123,31,0,0,0,0,0,251,148,254,143,74,159,015
731,Eddy,Precinct 027,499,214,57,0,9,0,0,0,477,272,504,240,32,62,015
732,Eddy,Precinct 028,527,147,33,0,0,0,0,0,496,194,518,159,166,249,015
733,Eddy,Precinct 029,27,0,0,0,0,0,0,0,25,6,27,0,83,140,015
734,Eddy,Precinct 030,47,8,0,0,0,0,0,0,46,11,47,10,142,185,015
735,Eddy,Precinct 032,375,325,37,0,0,0,0,0,337,363,313,378,286,195,015
736,Eddy,Precinct 033,530,217,53,6,0,0,0,0,501,282,504,273,338,202,015
737,Eddy,Precinct 034,642,218,49,0,0,0,0,0,605,270,596,264,328,158,015
738,Eddy,Precinct 035,344,111,27,0,0,0,0,0,318,150,331,140,291,130,015
739,Eddy,Precinct 036,443,93,32,0,0,0,0,0,401,148,429,122,242,118,015
740,Eddy,Precinct 037,448,106,45,0,0,0,0,0,451,133,454,128,147,87,015
741,Eddy,Precinct 038,82,16,7,0,0,0,0,0,84,15,85,13,188,174,015
742,Eddy,Precinct 039,222,45,7,0,0,0,0,0,212,55,208,52,171,81,015
743,Eddy,Precinct 040,106,0,0,0,0,0,0,0,96,13,99,11,256,135,015
744,Eddy,Precinct 041,325,48,20,0,0,0,0,0,302,64,305,64,511,227,015
745,Eddy,Precinct 042,31,0,0,0,0,0,0,0,30,0,27,0,521,152,015
746,Eddy,Precinct 044,494,206,49,0,0,0,0,0,460,260,456,262,28,0,015
747,Eddy,Precinct 045,300,106,37,0,0,0,0,0,297,132,320,108,48,10,015
748,Grant,PRECINCT 001,273,63,10,6,0,0,0,0,227,123,260,82,255,86,017
749,Grant,PRECINCT 002,204,133,28,7,0,0,0,0,196,167,203,152,214,144,017
750,Grant,PRECINCT 003,8,14,0,0,0,0,0,0,7,13,8,13,9,12,017
751,Grant,PRECINCT 004,46,30,0,0,0,0,0,0,45,36,50,29,50,29,017
752,Grant,PRECINCT 005,331,223,33,19,0,0,0,0,316,280,327,262,325,265,017
753,Grant,PRECINCT 006,42,10,0,0,0,0,0,0,32,16,35,11,34,12,017
754,Grant,PRECINCT 007,129,133,13,8,0,0,0,0,120,150,134,136,141,129,017
755,Grant,PRECINCT 008,416,324,56,9,0,0,0,0,388,403,418,359,406,367,017
756,Grant,PRECINCT 009,65,94,12,0,0,0,0,0,60,108,66,98,62,99,017
757,Grant,PRECINCT 010,86,66,8,0,0,0,0,0,82,81,84,80,82,82,017
758,Grant,PRECINCT 011,490,269,60,7,6,0,0,0,449,347,489,307,485,290,017
759,Grant,PRECINCT 012,503,523,80,25,0,0,0,0,491,617,550,544,528,553,017
760,Grant,PRECINCT 013,462,445,76,16,9,0,0,0,475,499,516,442,496,460,017
761,Grant,PRECINCT 014,183,298,54,8,9,0,0,0,188,343,196,336,198,326,017
762,Grant,PRECINCT 015,200,361,55,0,0,0,0,0,219,380,210,385,200,387,017
763,Grant,PRECINCT 016,200,276,42,0,6,0,0,0,195,314,225,283,210,292,017
764,Grant,PRECINCT 017,134,92,20,0,0,0,0,0,126,113,143,94,132,101,017
765,Grant,PRECINCT 018,86,211,30,15,0,0,0,0,88,244,104,230,88,242,017
766,Grant,PRECINCT 019,62,206,22,7,0,0,0,0,75,208,72,213,67,215,017
767,Grant,PRECINCT 020,116,319,36,13,0,0,0,0,108,365,133,332,116,342,017
768,Grant,PRECINCT 021,21,88,0,10,0,0,0,0,19,99,27,88,18,98,017
769,Grant,PRECINCT 022,143,328,36,6,0,0,0,0,139,356,130,354,119,363,017
770,Grant,PRECINCT 023,73,56,10,6,0,0,0,0,65,80,68,77,71,71,017
771,Grant,PRECINCT 024,62,148,21,0,0,0,0,0,66,159,60,166,50,175,017
772,Grant,PRECINCT 025,54,230,18,0,6,0,0,0,63,233,61,228,46,244,017
773,Grant,PRECINCT 026,63,187,23,0,0,0,0,0,76,194,62,208,61,205,017
774,Grant,PRECINCT 027,42,181,20,0,0,0,0,0,45,198,31,211,36,197,017
775,Grant,PRECINCT 028,80,256,23,0,0,0,0,0,82,279,72,289,77,283,017
776,Grant,PRECINCT 029,114,147,19,0,0,0,0,0,111,160,127,144,127,139,017
777,Grant,PRECINCT 030,241,113,17,9,0,0,0,0,232,145,248,120,250,123,017
778,Grant,PRECINCT 031,36,0,0,0,0,0,0,0,31,13,33,10,34,9,017
779,Grant,PRECINCT 032,23,106,11,6,0,0,0,0,28,109,21,116,22,113,017
780,Grant,PRECINCT 033,179,116,20,0,0,0,0,0,157,159,170,142,167,142,017
781,Grant,PRECINCT 034,72,218,24,0,0,0,0,0,67,232,61,241,57,240,017
782,Grant,PRECINCT 035,49,7,8,0,0,0,0,0,41,23,52,11,50,11,017
783,Guadalupe,Precinct 001,171,246,62,0,0,0,0,0,166,289,191,243,152,265,019
784,Guadalupe,Precinct 002,147,248,54,8,0,0,0,0,165,275,165,270,142,288,019
785,Guadalupe,Precinct 003,150,176,59,0,0,0,0,0,134,230,140,221,122,233,019
786,Guadalupe,Precinct 004,50,88,21,0,0,0,0,0,55,106,72,87,58,99,019
787,Guadalupe,Precinct 005,77,212,42,7,0,0,0,0,107,221,97,223,65,252,019
788,Harding,PRECINCT 001,142,41,24,0,0,0,0,0,130,62,147,44,92,18,021
789,Harding,PRECINCT 002,169,115,31,0,0,0,0,0,162,143,174,122,44,130,021
790,Hidalgo,Precinct 1 - Lordsburg/West,189,197,51,0,0,0,0,0,169,242,170,240,164,243,023
791,Hidalgo,Precinct 2 - Lordsburge/Central,70,191,36,0,0,0,0,0,70,222,67,212,64,213,023
792,Hidalgo,Precinct 3 - Lordsburg/East,157,268,34,0,0,0,0,0,143,282,139,285,132,283,023
793,Hidalgo,Precinct 4 - Virden,156,26,0,0,10,0,0,0,154,36,150,37,153,35,023
794,Hidalgo,Precinct 5 - Rodeo,75,44,0,0,0,0,0,0,75,54,75,49,80,45,023
795,Hidalgo,Precinct 6 - Animas,263,58,9,0,7,0,0,0,247,80,264,64,269,53,023
796,Lea,PRECINCT 002,26,0,0,0,0,0,0,0,182,452,24,0,25,0,025
797,Lea,PRECINCT 003,411,58,22,0,0,0,0,0,127,369,357,107,377,82,025
798,Lea,PRECINCT 010,470,106,40,0,0,0,0,0,134,310,438,134,453,118,025
799,Lea,PRECINCT 011,131,116,16,0,0,0,0,0,256,602,126,119,124,123,025
800,Lea,PRECINCT 012,149,68,10,0,0,0,0,0,275,650,139,72,139,70,025
801,Lea,PRECINCT 013,454,144,70,0,0,0,0,0,67,134,451,188,466,173,025
802,Lea,PRECINCT 014,279,108,34,0,0,0,0,0,73,182,240,153,258,128,025
803,Lea,PRECINCT 015,691,109,51,0,8,0,0,0,185,528,628,184,669,149,025
804,Lea,PRECINCT 016,111,60,21,0,0,0,0,0,59,149,101,73,107,69,025
805,Lea,PRECINCT 017,159,81,17,0,0,0,0,0,95,220,135,103,145,93,025
806,Lea,PRECINCT 018,209,29,19,0,0,0,0,0,84,243,195,41,200,35,025
807,Lea,PRECINCT 020,890,121,41,0,7,0,0,0,70,200,845,171,862,151,025
808,Lea,PRECINCT 021,185,21,11,0,0,0,0,0,97,356,166,32,171,27,025
809,Lea,PRECINCT 022,764,119,48,0,7,0,0,0,49,148,732,164,779,124,025
810,Lea,PRECINCT 023,541,135,43,0,6,0,0,0,89,237,541,164,557,155,025
811,Lea,PRECINCT 024,337,59,29,0,6,0,0,0,209,356,349,68,347,69,025
812,Lea,PRECINCT 025,288,58,12,0,0,0,0,0,43,91,304,58,303,55,025
813,Lea,PRECINCT 026,556,94,37,0,0,0,0,0,250,332,529,132,538,120,025
814,Lea,PRECINCT 027,433,69,20,0,0,0,0,0,51,126,420,79,429,74,025
815,Lea,PRECINCT 028,244,56,18,0,0,0,0,0,261,481,243,59,243,58,025
816,Lea,PRECINCT 029,354,88,32,0,0,0,0,0,429,212,335,109,341,104,025
817,Lea,PRECINCT 030,245,70,22,0,0,0,0,0,480,365,246,76,251,76,025
818,Lea,PRECINCT 031,239,154,34,0,0,0,0,0,396,191,233,172,225,177,025
819,Lea,PRECINCT 032,321,87,20,0,0,0,0,0,294,95,316,94,320,96,025
820,Lea,PRECINCT 033,281,102,41,0,0,0,0,0,302,123,289,119,283,126,025
821,Lea,PRECINCT 034,84,57,9,0,0,0,0,0,197,148,79,65,79,65,025
822,Lea,PRECINCT 035,90,74,14,0,0,0,0,0,366,299,83,73,76,79,025
823,Lea,PRECINCT 036,174,99,20,0,0,0,0,0,275,142,160,109,151,121,025
824,Lea,PRECINCT 041,499,171,46,0,9,0,0,0,220,130,493,207,494,207,025
825,Lea,PRECINCT 042,290,84,34,0,0,0,0,0,602,203,262,126,278,112,025
826,Lea,PRECINCT 043,270,89,28,0,0,0,0,0,902,323,241,125,255,112,025
827,Lea,PRECINCT 044,229,74,21,0,0,0,0,0,145,74,215,94,223,89,025
828,Lea,PRECINCT 051,84,87,16,0,0,0,0,0,318,193,73,97,77,93,025
829,Lea,PRECINCT 052,191,266,37,0,0,0,0,0,272,198,193,256,194,253,025
830,Lea,PRECINCT 053,149,228,32,0,0,0,0,0,229,126,145,239,145,234,025
831,Lea,PRECINCT 054,79,91,11,0,0,0,0,0,250,106,72,85,77,83,025
832,Lea,PRECINCT 055,53,81,0,0,0,0,0,0,294,147,54,66,47,70,025
833,Lea,PRECINCT 061,132,124,34,0,0,0,0,0,448,191,120,138,122,142,025
834,Lea,PRECINCT 062,176,36,13,0,0,0,0,0,796,250,159,47,164,41,025
835,Lea,PRECINCT 071,334,73,20,0,0,0,0,0,343,187,302,78,295,85,025
836,Lea,PRECINCT 072,437,77,17,0,0,0,0,0,717,196,368,108,374,105,025
837,Lea,PRECINCT 073,296,72,20,7,0,0,0,0,624,166,273,102,280,96,025
838,Lea,PRECINCT 074,160,33,13,0,0,0,0,0,326,146,151,44,152,43,025
839,Lincoln,PRECINCT 001,161,45,14,0,0,0,0,0,167,52,181,41,170,48,027
840,Lincoln,PRECINCT 002,114,81,28,0,0,0,0,0,121,92,128,80,120,86,027
841,Lincoln,PRECINCT 003,537,143,28,7,0,0,0,0,514,183,538,163,534,167,027
842,Lincoln,PRECINCT 004,225,77,20,0,0,0,0,0,225,101,232,92,238,86,027
843,Lincoln,PRECINCT 005,631,193,43,0,6,0,0,0,641,216,683,178,663,188,027
844,Lincoln,PRECINCT 006,479,146,32,0,0,0,0,0,458,184,488,150,489,141,027
845,Lincoln,PRECINCT 007,530,238,63,7,0,0,0,0,518,287,562,234,543,247,027
846,Lincoln,PRECINCT 008,457,156,43,6,0,0,0,0,442,187,473,151,456,170,027
847,Lincoln,PRECINCT 009,447,255,57,0,0,0,0,0,455,290,472,266,471,258,027
848,Lincoln,PRECINCT 010,117,63,8,0,0,0,0,0,112,67,105,72,101,73,027
849,Lincoln,PRECINCT 011,345,187,39,6,0,0,0,0,346,218,339,226,340,220,027
850,Lincoln,PRECINCT 012,202,70,18,0,0,0,0,0,199,90,182,99,196,80,027
851,Lincoln,PRECINCT 013,175,99,35,0,0,0,0,0,171,131,180,114,176,109,027
852,Lincoln,PRECINCT 014,325,112,27,6,0,0,0,0,305,149,330,125,313,135,027
853,Lincoln,PRECINCT 015,146,49,13,0,0,0,0,0,151,60,149,61,150,60,027
854,Lincoln,PRECINCT 016,75,38,0,0,0,0,0,0,72,45,79,38,79,39,027
855,Lincoln,PRECINCT 017,212,74,22,0,0,0,0,0,211,94,236,67,231,72,027
856,Lincoln,PRECINCT 018,67,48,11,0,0,0,0,0,80,48,74,52,78,48,027
857,Lincoln,PRECINCT 019,124,28,10,0,0,0,0,0,116,42,121,30,123,28,027
858,Lincoln,PRECINCT 020,146,53,10,0,0,0,0,0,136,68,146,59,143,58,027
859,Lincoln,PRECINCT 021,312,126,22,0,0,0,0,0,309,143,316,135,312,135,027
860,Lincoln,PRECINCT 022,69,50,13,0,0,0,0,0,77,49,72,54,71,53,027
861,Los Alamos,Precinct 001,212,304,93,0,11,0,0,0,283,319,375,224,340,240,028
862,Los Alamos,Precinct 002,136,212,44,0,10,0,0,0,183,208,228,159,207,176,028
863,Los Alamos,Precinct 003,215,205,83,0,24,0,0,0,295,230,351,169,315,186,028
864,Los Alamos,Precinct 004,239,311,115,6,29,0,0,0,321,356,406,263,377,281,028
865,Los Alamos,Precinct 005,172,171,57,0,13,0,0,0,202,201,234,156,222,163,028
866,Los Alamos,Precinct 006,381,430,163,13,48,0,0,0,533,470,642,335,592,370,028
867,Los Alamos,Precinct 007,167,232,58,0,6,0,0,0,204,242,245,194,210,213,028
868,Los Alamos,Precinct 008,139,335,70,7,21,0,0,0,218,325,268,274,246,283,028
869,Los Alamos,Precinct 009,87,227,49,0,10,0,0,0,132,230,161,199,145,208,028
870,Los Alamos,Precinct 010,70,206,42,6,0,0,0,0,99,215,128,173,114,183,028
871,Los Alamos,Precinct 011,213,434,96,11,14,0,0,0,288,458,373,364,332,381,028
872,Los Alamos,Precinct 012,136,320,93,12,12,0,0,0,185,363,245,296,216,308,028
873,Los Alamos,Precinct 013,158,350,68,11,13,0,0,0,228,345,275,284,246,293,028
874,Los Alamos,Precinct 014,195,295,89,10,27,0,0,0,291,300,322,251,305,258,028
875,Los Alamos,Precinct 015,457,668,182,12,21,0,0,0,607,694,691,565,645,602,028
876,Los Alamos,Precinct 016,272,613,146,11,23,0,0,0,398,597,519,465,471,478,028
877,Los Alamos,Precinct 017,110,249,64,0,0,0,0,0,188,232,220,190,201,205,028
878,Luna,PRECINCT 001,85,116,15,0,0,0,0,0,61,63,63,56,55,68,029
879,Luna,PRECINCT 002,304,175,28,0,0,0,0,0,55,91,60,85,71,74,029
880,Luna,PRECINCT 003,439,229,32,9,0,0,0,0,32,49,38,42,38,44,029
881,Luna,PRECINCT 004,101,342,18,8,0,0,0,0,76,76,80,70,79,69,029
882,Luna,PRECINCT 005,347,336,57,7,9,0,0,0,150,126,160,108,168,102,029
883,Luna,PRECINCT 006,216,251,38,0,0,0,0,0,212,252,208,245,217,239,029
884,Luna,PRECINCT 008,140,328,36,0,0,0,0,0,75,117,76,110,68,117,029
885,Luna,PRECINCT 010,415,326,68,6,8,0,0,0,34,46,30,49,32,49,029
886,Luna,PRECINCT 011,175,287,32,0,0,0,0,0,24,54,19,60,16,62,029
887,Luna,PRECINCT 012,152,255,40,0,0,0,0,0,82,151,79,154,72,158,029
888,Luna,PRECINCT 013,646,269,51,8,7,0,0,0,155,222,184,188,168,203,029
889,Luna,PRECINCT 014,458,281,66,9,0,0,0,0,245,204,294,158,289,161,029
